name,review_count,categories,rating,coordinates,price
La Boulangerie De San Francisco - Hayes Valley,251,"breakfast_brunch,coffee,bakeries",3.5,"37.7766957270627,-122.424721368639",$$
Gus's Community Market,293,"grocery,healthmarkets,delis",4.0,"37.7640466711282,-122.412807159126",$$
That's It Market,348,"beer_and_wine,sandwiches",4.0,"37.7539701014757,-122.418554797769",$
Local Brewing Co,174,breweries,4.5,"37.77648,-122.39682",$$
Royal Bakery,18,bakeries,3.5,"37.7219115045709,-122.43674858337417",$
Seahorse Brewery,58,breweries,4.5,"37.63379,-122.49184",
China Express & Donut,12,"donuts,chinese,hotdogs",3.5,"37.7523949742317,-122.418556138873",
Whole Foods Market,576,"grocery,healthmarkets,organic_stores",3.5,"37.764634,-122.402825",$$$
Tiffanys Cafe,61,"burgers,donuts,breakfast_brunch",3.5,"37.74158,-122.38765",$
Lou's Cafe,492,"breakfast_brunch,cafes",4.5,"37.743,-122.48241",$$
Grand Mission Donuts & Bakery,109,"donuts,bakeries",4.0,"37.7620263,-122.4192146",$
Sam's Sandwiches & Coffee,418,"sandwiches,breakfast_brunch,halal",4.5,"37.693105,-122.4747306",$
The Liberties,352,"bars,breakfast_brunch,tradamerican",3.5,"37.755271,-122.423388",$$
New Harmony Cafe,10,cafes,5.0,"37.758528,-122.418876",
Golden Chariot Bakery & Restaurant,102,"chinese,bakeries",4.0,"37.7760963439941,-122.494400024414",$
Bacon Bacon Cafe - San Francisco,499,"breakfast_brunch,desserts,salad",4.0,"37.76724504605259,-122.44667232883555",$$
Jelly Donut,19,donuts,3.5,"37.6887782,-122.4673333",$
Arguello Super Market,457,"grocery,delis,sandwiches",3.5,"37.77564,-122.45811",$$
Cafe La Flore Irving,503,"coffee,sandwiches,breakfast_brunch",4.5,"37.76399,-122.47243",$$
Alter Eco,13,chocolate,5.0,"37.760272,-122.3880977",$$
Tazza D'Amore Cafe,124,"coffee,breakfast_brunch",4.0,"37.7767485839936,-122.394835352898",$
All Star Cafe,142,"coffee,donuts,sandwiches",3.5,"37.77525,-122.41954",$
Norm's Market,17,"grocery,beer_and_wine",4.5,"37.7590776979923,-122.409705519676",$$
Lady Falcon Coffee Club,47,"foodtrucks,coffee",4.5,"37.769749367556,-122.44822734672701",$
Luke's Local,115,grocery,3.5,"37.7650565124931,-122.449641799392",$$
Woods Cervecería,221,"breweries,wineries,beerbar",4.0,"37.7610893249512,-122.428520202637",$$
ReadyRefresh,64,"waterdelivery,waterstores,waterpurification",1.5,"37.687462,-122.403038",
B.Street Waffles,58,"desserts,catering",4.5,"37.7749295,-122.4194155",$
Whole Foods Market,392,"grocery,healthmarkets,organic_stores",3.5,"37.7237013,-122.4543674",$$$
K & D Market,36,"grocery,beer_and_wine,korean",3.5,"37.76452,-122.42364",$
Crepevine Restaurants,1733,"creperies,breakfast_brunch,newamerican",4.0,"37.76435,-122.46467",$$
Peet's Coffee,4,coffee,2.5,"37.61898,-122.43984",$
Boogaloos,1162,"tradamerican,breakfast_brunch,latin",4.0,"37.75548,-122.42068",$$
A Girl Named Pinky Cake Boutique,38,"bakeries,desserts,customcakes",4.5,"37.7501624,-122.4141189",$$
Shaws San Francisco,37,"candy,icecream,desserts",4.5,"37.73958,-122.46763",
The Chairman,1444,"foodtrucks,asianfusion",4.0,"37.7419264,-122.403654",$
Chiotras Grocery,96,"grocery,delis,beer_and_wine",4.5,"37.758947402709,-122.40218904919",$
Bernal Star,353,"burgers,breakfast_brunch,newamerican",4.0,"37.7391053365691,-122.417461604127",$$
Panchita's Restaurant,864,"salvadoran,breakfast_brunch",4.0,"37.76471,-122.4216",$$
Andi's Market,37,"grocery,convenience",4.0,"37.738731,-122.414199",$
JOE & THE JUICE,109,"juicebars,coffee,cafes",3.5,"37.618734,-122.393128",$$
Happy Donuts,51,donuts,3.0,"37.7695202,-122.4516594",$
Mitchells Ice Cream,4641,"icecream,customcakes",4.5,"37.744221,-122.422791",$
Moffitt Cafe and Express @ UCSF,95,cafes,3.5,"37.7634394,-122.4576051",$$
Uncle Benny's Donut and Bagel,454,"donuts,bagels,coffee",4.5,"37.76331,-122.480214",$$
The Milk Snob,20,"fooddeliveryservices,icecream",1.0,"37.7710151672363,-122.442108154297",
Red Sea Market,330,grocery,4.5,"37.72873,-122.43995",$
Buffalo Whole Food & Grain Company,84,grocery,4.0,"37.75939,-122.43514",$$
Beluna cafe,2,themedcafes,5.0,"37.772839,-122.4389",
Mike's Market,10,"convenience,beer_and_wine",4.5,"37.7364399,-122.3985598",$$
Peet's Coffee,92,coffee,3.5,"37.770719,-122.40754",$
Chenery Market,24,"grocery,beer_and_wine,delis",3.5,"37.7396774291992,-122.425819396973",$$$
Southern Pacific Brewing,1383,breweries,3.0,"37.760103,-122.414232",$$
Milk SF,34,themedcafes,4.5,"37.767796342518395,-122.42242746723457",
Art's Cafe,1215,"diners,breakfast_brunch,korean",4.5,"37.763926,-122.4657578",$$
Colombo's Delicatessen,670,"delis,sandwiches,italian",4.0,"37.649781,-122.491935",$$
Nopa Corner Market,56,"grocery,beer_and_wine,convenience",4.5,"37.77597,-122.44325",$
Taproot,26,"wine_bars,coffee,sandwiches",3.0,"37.7667841088128,-122.388016622039",$$
Anchor Public Taps,156,breweries,4.5,"37.76387,-122.40113",$$
Shaska Deli Cafe,14,"latin,delis,sandwiches",4.0,"37.7490847963168,-122.418434941454",
Sidewalk Juice,338,"juicebars,kombucha,acaibowls",4.0,"37.75679,-122.4208",$
Starbucks,46,coffee,4.0,"37.767102,-122.393893",$
Peet's Coffee,100,coffee,3.0,"37.727722,-122.476559",$$
Eddie's Cafe,729,"breakfast_brunch,burgers,waffles",4.0,"37.77707,-122.43792",$$
Royal Donut,159,"donuts,coffee",4.5,"37.681854,-122.487889",$
Indio Lempira Restaurant,6,"mexican,honduran,coffee",4.5,"37.71416834570994,-122.43665037831012",
Noah's NY Bagels,177,"bagels,breakfast_brunch,sandwiches",2.5,"37.76661505540128,-122.40891672190251",$
Joey & Pat's Italian Bakery & Cafe,74,"bakeries,coffee",4.0,"37.75745,-122.41424",$
Creighton's Bakery & Cafe,80,"coffee,sandwiches,breakfast_brunch",3.5,"37.74366,-122.43993",$
Clairesquares,39,desserts,4.5,"37.750171661377,-122.414199829102",$$
The Scarlet Sage Herb Co.,264,"spiritual_shop,herbsandspices,vitaminssupplements",4.5,"37.75392,-122.42056",$$
Nothing Bundt Cakes,144,"bakeries,desserts,cupcakes",4.5,"37.6998117,-122.4838289",$$
Lehr's German Specialties,95,intlgrocery,4.0,"37.7455,-122.42656",$$
Automat,188,"bakeries,burgers,sandwiches",4.0,"37.77719,-122.44193",$$
Pete's Coffee Cart,1,coffee,5.0,"37.7688881,-122.4356352",$
Cellarmaker House of Pizza,239,"pizza,breweries",4.0,"37.7457348194642,-122.419612593949",$$
Cafe La Boheme,317,"coffee,desserts,beerbar",3.5,"37.7523605,-122.4189438",$
Aegean Delights,52,desserts,4.5,"37.76018843113281,-122.4347994185865",$$
Glen Park Market,18,grocery,2.0,"37.7334398031235,-122.434231638908",$
Powder,677,"desserts,icecream,shavedsnow",4.5,"37.771544,-122.436887",$$
Sam's Food Market,46,"grocery,sandwiches",5.0,"37.6324513,-122.4115449",$
Rainbow Grocery,1662,"grocery,healthmarkets",4.0,"37.7693382238534,-122.415459284656",$$
Cumaica,153,coffee,3.5,"37.7756093399956,-122.415846329194",$
Maxfield's House of Caffeine,282,"coffee,sandwiches",3.0,"37.7631378431423,-122.426542719978",$
Simple Pleasures Cafe,497,"bagels,cafes,bakeries",3.5,"37.7759774,-122.495829",$
Organic Chef Catering,31,"catering,fooddeliveryservices",4.5,"37.7618242,-122.3985871",
Javalencia Cafe,63,"coffee,bagels,sandwiches",3.5,"37.77436888791,-122.42056352338",$
Le Dix-Sept Patisserie,31,"bakeries,coffee",4.0,"37.76208,-122.41877",
Haight Street Market,487,"grocery,beer_and_wine,delis",4.5,"37.77021,-122.44758",$$
San Francisco Herb,139,"grocery,healthmarkets,herbsandspices",4.5,"37.768393009901,-122.418933659792",$
Andiamo In Banca,258,"italian,desserts",4.0,"37.655351969206876,-122.41020704999812",$$
Venga Empanadas,474,"empanadas,catering,argentine",4.0,"37.765913,-122.421848",$
Black/Jasmine,1,coffee,5.0,"37.7774604,-122.4431929",
Nabila's Naturals,129,"healthmarkets,grocery",4.0,"37.77642,-122.42559",$$
Barrel Head Brewhouse,581,"breweries,tradamerican,venues",4.0,"37.7757521780078,-122.446032238623",$$
Giant Scoop Cafe,25,"chinese,icecream,cafes",4.0,"37.7273799,-122.40379",$
Korean Bobcha,159,"korean,foodtrucks,catering",4.0,"37.63883,-122.4072",$$
Starbucks,173,coffee,2.5,"37.667668,-122.468369",$
Grand Paradé Coffee,1,coffeeroasteries,3.0,"37.77675,-122.41754",$$
Grand Leader Market,149,"delis,sandwiches,beer_and_wine",4.5,"37.62668,-122.41101",$$
Toast Eatery,809,"burgers,sandwiches,breakfast_brunch",3.5,"37.74307633545622,-122.4268214596737",$$
Deli Man,69,"sandwiches,delis,breakfast_brunch",4.5,"37.72343,-122.4413",$$
Donut World,293,"coffee,donuts",4.0,"37.76237,-122.46641",$
Salt & Straw,762,icecream,4.5,"37.7766412,-122.4259532",$$
The Good Life Grocery,123,"grocery,meats,markets",4.5,"37.7602199,-122.39683",$$
That's My Jam,41,"salad,breakfast_brunch,tapasmallplates",5.0,"37.77264,-122.43699",
Annie's Hot Dogs & Pretzels,35,"hotdog,foodtrucks",3.5,"37.7724296373111,-122.466626592957",$
VinoRosso,209,"italian,wine_bars,gourmet",4.0,"37.73913,-122.41538",$$
Safeway,540,grocery,2.0,"37.719878244696424,-122.43886005033188",$$
Camino Corner Restaurant,351,"tradamerican,breakfast_brunch,desserts",4.0,"37.6160341,-122.4068078",$$
Chantal Guillon,220,"bakeries,cafes,macarons",4.5,"37.774694,-122.413225",$$
Chit-Chat Cafe,268,"coffee,bagels,sandwiches",3.5,"37.64962,-122.49258",$
Sakura,138,"candy,giftshops,intlgrocery",4.5,"37.76421,-122.46811",$
Tacomyface,1,"mexican,streetvendors",3.0,"37.7718215435743,-122.416779175401",$$
Ritual Coffee Roasters,1,coffee,5.0,"37.75642421945751,-122.42140774949176",
Delights By Lisa,39,"bakeries,desserts,customcakes",4.5,"37.7426358,-122.426421",$$
Five Markets,45,"grocery,organic_stores",5.0,"37.75295,-122.40869",$$
Sweet Connections,201,"icecream,venues,shavedice",4.5,"37.622261,-122.410946",$
Peet's Coffee,90,coffee,3.5,"37.77343,-122.43875",$
St. Francis Fountain,1238,"breakfast_brunch,sandwiches,burgers",4.0,"37.7527199,-122.40834",$$
Stow Lake Boathouse,403,"boating,coffee,venues",4.0,"37.77064,-122.4771",$$
Sun Valley Dairy,24,grocery,4.5,"37.745189,-122.426536",$$
Sunset Reservoir Brewing Company,748,"tradamerican,breweries",3.5,"37.7538401497706,-122.482464055415",$$
Green Earth Natural Foods,131,"grocery,healthmarkets",4.0,"37.77765,-122.438",$$
Chuck's Takeaway,55,"vietnamese,sandwiches,coffee",4.0,"37.76204408228022,-122.41790523211037",$$
Cindy's Market,77,"grocery,delis",4.5,"37.7733892947435,-122.450827807188",$
The Epicurean Trader - Hayes Valley,72,"gourmet,beer_and_wine,cafes",4.5,"37.776620057193,-122.423879988492",$$
Peet's Coffee,195,coffee,3.5,"37.76476,-122.43183",$$
Esposto's Delicatezza,2,"delis,sandwiches,catering",3.0,"37.66026,-122.39713",
Milkman SF,13,fooddeliveryservices,5.0,"37.7749295,-122.4194155",$$
Lucky Ocean Cafe,74,"sandwiches,coffee,donuts",3.0,"37.7240899,-122.45835",$
Little Griddle,99,"coffee,breakfast_brunch,burgers",4.0,"37.775736486686775,-122.41823404585583",$$
Goldilocks,51,"desserts,bakeries",2.5,"37.7067530827491,-122.459809575492",$$
Starbucks,247,coffee,3.5,"37.625788,-122.426066",$$
Nopa,5346,"newamerican,desserts,cocktailbars",4.0,"37.77483,-122.43746",$$$
Dough,87,"donuts,pizza",4.5,"37.775703939968864,-122.41816754110529",
Trader Joe's,585,grocery,4.0,"37.77111098315854,-122.407376",$$
Oceana Market,157,"grocery,meats,beer_and_wine",4.0,"37.632935026602,-122.48793214241",$$$
Mainstay Markets,28,"grocery,bakeries,delis",4.5,"37.75781,-122.38781",
Love Patisserie & More,31,cakeshop,5.0,"37.7616816,-122.4195756",
Tokyo Futon & Tea,50,"furniture,coffee",4.0,"37.75806,-122.42156",$$
Hilda's Mart & Bake Shop,252,"bakeries,filipino",3.5,"37.7226371765137,-122.43440246582",$
South San Francisco Farmers' Market,10,"farmersmarket,markets",4.0,"37.655534,-122.426521",$
Amitis Café,221,"poke,sushi,japacurry",4.5,"37.77384,-122.44583",$$
Annakoot,109,"foodtrucks,indpak",2.5,"37.76937,-122.486192",$
West of Pecos,1131,"tradamerican,tex-mex,breakfast_brunch",4.0,"37.76402,-122.4221",$$
Briggo Coffee Haus - Sfo Terminal 3,7,coffee,3.5,"37.63605,-122.40008",
Los Yaquis,357,"mexican,breakfast_brunch,soup",4.0,"37.7679,-122.41804",$$
Cable Car Cafe,297,"burgers,cafes,breakfast_brunch",3.5,"37.6558364616417,-122.413891813518",$$
The Market,468,"grocery,beer_and_wine,delis",3.0,"37.7764615951366,-122.417038501328",$$
Sweet Art by Jennifer,143,bakeries,4.5,"37.7225491,-122.4410618",$$
Park Chalet,1474,"breweries,breakfast_brunch,tradamerican",3.0,"37.7694983928195,-122.510200712828",$$
San Francisco Wine & Cheese,173,"cheese,wine_bars,sandwiches",5.0,"37.7747,-122.42271",$$
Estela's Fresh Sandwiches,222,"delis,juicebars,sandwiches",4.0,"37.771947,-122.4303134",$
Church Street Groceteria,49,"grocery,beer_and_wine,delis",4.5,"37.76598746269305,-122.4290069",$
Taqueria Cazadores,236,"mexican,foodtrucks",4.0,"37.7723788563514,-122.419041535",$$
Pork Store Cafe,1440,"breakfast_brunch,coffee,newamerican",4.0,"37.77000159022243,-122.44625344061389",$$
Boss Bakery,32,bakeries,3.5,"37.7537531313415,-122.490803333333",$
Peasant Pies Café & Catering,522,"bakeries,hotdogs,vegetarian",4.0,"37.76377,-122.46914",$
Castro Country Club,36,"nonprofit,internetcafe",4.5,"37.7611599,-122.43414",$
Valencia Whole Foods,150,"healthmarkets,grocery",3.5,"37.7570499479771,-122.421055957675",$$$
Eezy Freezy,92,grocery,3.5,"37.74035,-122.46588",$$
Naked Chicken,16,"thai,chickenshop,foodtrucks",4.0,"37.7706935554346,-122.393549796531",$$
Pacific Coast Baking,3,bakeries,4.5,"37.63645,-122.40675",$$
HSS Cafe,26,"coffee,bagels",4.0,"37.7217303670223,-122.476079463959",$
Squat & Gobble,488,"breakfast_brunch,creperies,burgers",3.0,"37.7406351641233,-122.465679869056",$$
Whole Foods Market,461,"grocery,healthmarkets,organic_stores",2.5,"37.7695167749401,-122.452832472283",$$
Paula's Cafe,74,"breakfast_brunch,cafes,latin",4.5,"37.772325,-122.430265",$$
Nick's Foods,16,"beer_and_wine,convenience",4.0,"37.77313583246764,-122.4214783503819",$
Roxie's Market & Deli,301,"grocery,beer_and_wine,delis",4.0,"37.760441,-122.466229",$
Gracias Madre,3540,"mexican,desserts,cocktailbars",4.0,"37.761566,-122.419099",$$
Kj's Cafe a La Carte,5,cafes,5.0,"37.6796913,-122.4743271",$
Gus’s Community Market,125,"grocery,beer_and_wine,cafes",3.5,"37.7742906358359,-122.391407825053",$$
Starbucks,133,coffee,4.0,"37.744631,-122.452709",$
Starbucks,170,coffee,3.5,"37.739714,-122.46742656",$
Efren's Churros,7,streetvendors,5.0,"37.654937744140625,-122.42037963867188",
Roasting Plant Coffee,3,"coffeeroasteries,wraps,desserts",2.5,"37.6366504,-122.4005495",
Equator Coffees & Teas,24,coffee,3.0,"37.617509,-122.381426",$$
La Noísette Cafe and Delí,42,"cafes,delis",3.5,"37.76649,-122.41949",$
Mavericks Coffee,1,coffee,4.0,"37.74527,-122.43791",
Easy Breezy Frozen Yogurt,272,icecream,4.0,"37.751515,-122.432616",$
McDonald's,66,"hotdogs,burgers,coffee",2.0,"37.728058,-122.392734",$
Magic Curry Kart,54,herbsandspices,4.0,"37.76002,-122.42286",$
All Star Cafe,221,"donuts,coffee,breakfast_brunch",4.0,"37.776229,-122.41503",$
Ocean Blue Laundromat and Cafe,23,"coffee,laundryservices,sandwiches",4.0,"37.7719945230953,-122.4227401",$$
Lady Saigon,15,foodtrucks,2.0,"37.7708122345698,-122.39053964521",
Natural Sensations,101,"healthmarkets,icecream,juicebars",4.0,"37.722321493112,-122.478316576443",$
Fiery Cafe,67,"sandwiches,cafes,salad",4.5,"37.7543516032916,-122.477947957814",$$
Wise Sons Jewish Deli,1051,"delis,breakfast_brunch,sandwiches",3.5,"37.75253642661403,-122.41535530826206",$$
Starbucks,43,coffee,3.5,"37.77134965,-122.38921758",$$
Pan Lido Salvadoreno,75,bakeries,4.0,"37.755433929194,-122.41746384395",$
McDonald's,96,"hotdogs,burgers,coffee",2.0,"37.7066187997274,-122.415370345116",$
Peet's Coffee,57,coffee,3.5,"37.7752838134766,-122.416488647461",$
Fly Bar,775,"tradamerican,beer_and_wine",4.0,"37.77675,-122.43785",$$
Roxy's Superfood,1,gourmet,5.0,"37.7515,-122.41802",
Manitas Cafe,154,"salvadoran,breakfast_brunch,cafes",4.5,"37.77351,-122.45071",$$
Peet's Coffee,171,coffee,3.5,"37.740340119383205,-122.46661945392971",$
Cazuela Comida Mexicana,4,"breakfast_brunch,tacos",4.0,"37.73635,-122.42403",
Giddy,101,"candy,chocolate",4.5,"37.7639217374747,-122.433004517193",$$
Humphry Slocombe Ice Cream,3473,icecream,4.0,"37.752869104039085,-122.41208606861716",$$
Kings Bakery Cafe,186,"bakeries,coffee,cupcakes",4.0,"37.75134,-122.41868",$
Pressed,146,"juicebars,vegan,healthmarkets",4.0,"37.7514396995678,-122.42983487",$$$
Uncle Tetsu,55,"bakeries,desserts",4.0,"37.672079356421605,-122.47173189607301",$$
Peet's Coffee,42,coffee,4.0,"37.7656017,-122.4499419",$
The Napper Tandy,395,"pubs,irish,breakfast_brunch",4.0,"37.752471,-122.416591",$$
22nd & Irving Market,302,"grocery,farmersmarket,markets",4.5,"37.7631645202637,-122.480545043945",$$
Pho Day,92,"vietnamese,sandwiches,coffee",4.5,"37.7422313479057,-122.4231461",$$
1275 Cafe,1,"cafes,breakfast_brunch",4.0,"37.7775230407715,-122.415428161621",
Ted's Market & Deli,537,"delis,sandwiches,salad",4.5,"37.77287,-122.41623",$
Manila Oriental Market,235,intlgrocery,3.0,"37.7304191589355,-122.428932189941",$$
El Cafetazo,89,"coffee,juicebars,sandwiches",3.5,"37.7647618077727,-122.421479076148",$
Pasqua'l Creamery and Juice Bar,2,"juicebars,icecream",2.5,"37.76647,-122.41952",$
Starr Spirits,10,beer_and_wine,5.0,"37.73158385561543,-122.4464544166877",
Serv-U-Market,14,convenience,5.0,"37.75771,-122.40978",$
Starbucks,192,coffee,3.5,"37.762912,-122.410423",$
Ritual Coffee Roasters,2,coffeeroasteries,3.0,"37.6213129,-122.3789554",
Key Food Market,25,"grocery,convenience",4.5,"37.7741775512695,-122.431045532227",$
Ed Danny Market & Liquor Store,2,"beer_and_wine,convenience",4.5,"37.757307,-122.4165907",$
STARBUCKS COFFEE,104,coffee,3.0,"37.624741,-122.41139",$
TC Pastry,368,"dimsum,desserts",3.5,"37.6748656,-122.479354",$
Jim Georgie's Donuts,28,donuts,4.0,"37.7651853,-122.4151112",$
La Victoria,10,"bakeries,desserts",4.0,"37.7522197,-122.417263",
Starbucks,11,coffee,4.0,"37.7668416,-122.409623",$
Grandma's Deli & Cafe,172,"sandwiches,breakfast_brunch,delis",4.5,"37.773380299080046,-122.41798818356278",$
Peet's Coffee,44,coffee,3.5,"37.771237,-122.4050982",$
Peet's Coffee,329,coffee,2.5,"37.636662061904595,-122.4005495",$$
Starbucks,192,coffee,3.5,"37.761019,-122.434666",$
Divisadero Farmers' Market,113,"farmersmarket,grocery,markets",4.0,"37.77326,-122.43997",$$
Foreign Cinema,5295,"breakfast_brunch,mediterranean,cocktailbars",4.0,"37.75637,-122.41925",$$$
George's Zoo Liquor Deli,221,"beer_and_wine,sandwiches",4.5,"37.7355587,-122.501548",$
Royal Cuckoo Market,39,beer_and_wine,4.5,"37.7602656503925,-122.418555468321",$$
Double Play Bar & Grill,140,"sportsbars,tradamerican,breakfast_brunch",4.0,"37.765367,-122.410607",$$
Falletti Foods,355,grocery,3.5,"37.7733,-122.439",$$$
Nick's Super Market,147,grocery,5.0,"37.774242401123,-122.423233032227",$$
Kukje Super Market,861,grocery,4.0,"37.6941611,-122.4711649",$$
Inner Sunset Farmers' Market,91,"farmersmarket,grocery,markets",4.5,"37.7638224121907,-122.465723329293",$$
Starbucks,64,coffee,2.0,"37.62211,-122.39782",$
Taqueria San Marcos,21,"foodtrucks,mexican",3.5,"37.77083,-122.39129",
Farmhouse Kitchen Thai Cuisine,3488,"thai,coffee,cocktailbars",4.0,"37.760192883932795,-122.4114188698492",$$
Gus's Community Market,320,"markets,grocery,delis",4.5,"37.75281,-122.50357",$$
The Grind Cafe,609,"breakfast_brunch,cafes",3.5,"37.771323357953904,-122.4351828178187",$$
Beaming,152,"coffee,juicebars,breakfast_brunch",4.0,"37.77708703977217,-122.42240452558372",$$
Whole Foods Market,284,"grocery,healthmarkets,organic_stores",3.0,"37.76861,-122.4271397",$$$
Bi-Rite Creamery,10012,icecream,4.5,"37.761591,-122.425717",$$
Whole Foods Market,429,"grocery,healthmarkets,organic_stores",2.5,"37.7519130329387,-122.430835",$$$
Silverstone Cafe,60,"coffee,sandwiches,juicebars",3.0,"37.752483,-122.417984",$
Castro Tarts,317,"vietnamese,breakfast_brunch,sandwiches",4.0,"37.759918,-122.435145",$
Gallardos Mexican Restaurant,531,"mexican,breakfast_brunch",4.0,"37.7620536,-122.4161007",$$
Bi-Rite Market,529,"grocery,gourmet,delis",4.5,"37.7745126368117,-122.437564575518",$$$
UC Market,25,"beer_and_wine,convenience",4.5,"37.7651138305664,-122.460227966309",$$
Healthyish Republic,90,"mediterranean,vegan,breakfast_brunch",4.5,"37.75300720234429,-122.41175125989156",$$
